MUNICIPIO,CVE_MUN,cve_mun_sesnsp,anio,mes,n_desapariciones,n_hombres,n_mujeres,n_desaparecidos,n_no_localizados,n_delitos_libertad,n_extorsion,n_feminicidios,n_homicidios,n_robos,n_violencia_familiar,fecha,periodo_gobierno,post_2018,post_2024,pct_seguros_cdmx,pct_seguros_nacional,nom_alcaldia,pob_total,pob_femenina,pob_masculina,pob_18ymas,pob_15_64,tasa_desap_100k,tasa_desap_hombres,tasa_desap_mujeres,tasa_desap_anualizada,ratio_mujer_hombre
BENITO JUÁREZ,14,9014,2024,8,3,3,0,3,0,1,2,0,6,579,75,2024-08-01,Morena_Sheinbaum,1,0,41.15459871171716,37.8673746766892,Benito JuÃ¡rez,434153,232032,202121,372085,321279,0.6910006380239224,1.4842594287580213,0.0,8.292007656287069,0.0
BENITO JUÁREZ,14,9014,2024,9,2,1,1,2,0,8,1,1,4,529,115,2024-09-01,Morena_Sheinbaum,1,0,41.15459871171716,37.8673746766892,Benito JuÃ¡rez,434153,232032,202121,372085,321279,0.46066709201594824,0.4947531429193404,0.4309750379258034,5.528005104191379,1.0
BENITO JUÁREZ,14,9014,2024,10,3,3,0,3,0,1,2,1,2,570,124,2024-10-01,Morena_Brugada,1,1,41.15459871171716,37.8673746766892,Benito JuÃ¡rez,434153,232032,202121,372085,321279,0.6910006380239224,1.4842594287580213,0.0,8.292007656287069,0.0
BENITO JUÁREZ,14,9014,2024,11,3,3,0,3,0,5,1,0,6,546,112,2024-11-01,Morena_Brugada,1,1,41.15459871171716,37.8673746766892,Benito JuÃ¡rez,434153,232032,202121,372085,321279,0.6910006380239224,1.4842594287580213,0.0,8.292007656287069,0.0
BENITO JUÁREZ,14,9014,2024,12,2,0,2,2,0,1,3,0,3,571,120,2024-12-01,Morena_Brugada,1,1,41.15459871171716,37.8673746766892,Benito JuÃ¡rez,434153,232032,202121,372085,321279,0.46066709201594824,0.0,0.8619500758516068,5.528005104191379,
BENITO JUÁREZ,14,9014,2025,1,2,2,0,2,0,5,13,1,4,510,92,2025-01-01,Morena_Brugada,1,1,41.15459871171716,37.8673746766892,Benito JuÃ¡rez,434153,232032,202121,372085,321279,0.46066709201594824,0.9895062858386808,0.0,5.528005104191379,0.0
BENITO JUÁREZ,14,9014,2025,2,2,1,1,2,0,3,1,0,5,424,87,2025-02-01,Morena_Brugada,1,1,41.15459871171716,37.8673746766892,Benito JuÃ¡rez,434153,232032,202121,372085,321279,0.46066709201594824,0.4947531429193404,0.4309750379258034,5.528005104191379,1.0
BENITO JUÁREZ,14,9014,2025,3,4,4,0,4,0,7,6,0,5,496,94,2025-03-01,Morena_Brugada,1,1,41.15459871171716,37.8673746766892,Benito JuÃ¡rez,434153,232032,202121,372085,321279,0.9213341840318965,1.9790125716773617,0.0,11.056010208382759,0.0
BENITO JUÁREZ,14,9014,2025,4,2,2,0,2,0,7,5,0,6,442,114,2025-04-01,Morena_Brugada,1,1,41.15459871171716,37.8673746766892,Benito JuÃ¡rez,434153,232032,202121,372085,321279,0.46066709201594824,0.9895062858386808,0.0,5.528005104191379,0.0
BENITO JUÁREZ,14,9014,2025,5,2,1,1,2,0,9,8,0,4,590,119,2025-05-01,Morena_Brugada,1,1,41.15459871171716,37.8673746766892,Benito JuÃ¡rez,434153,232032,202121,372085,321279,0.46066709201594824,0.4947531429193404,0.4309750379258034,5.528005104191379,1.0
BENITO JUÁREZ,14,9014,2025,7,1,0,1,1,0,9,11,1,1,507,105,2025-07-01,Morena_Brugada,1,1,41.15459871171716,37.8673746766892,Benito JuÃ¡rez,434153,232032,202121,372085,321279,0.23033354600797412,0.0,0.4309750379258034,2.7640025520956897,
BENITO JUÁREZ,14,9014,2025,8,1,1,0,1,0,10,10,0,3,577,107,2025-08-01,Morena_Brugada,1,1,41.15459871171716,37.8673746766892,Benito JuÃ¡rez,434153,232032,202121,372085,321279,0.23033354600797412,0.4947531429193404,0.0,2.7640025520956897,0.0
BENITO JUÁREZ,14,9014,2025,9,1,1,0,1,0,5,8,1,1,492,93,2025-09-01,Morena_Brugada,1,1,41.15459871171716,37.8673746766892,Benito JuÃ¡rez,434153,232032,202121,372085,321279,0.23033354600797412,0.4947531429193404,0.0,2.7640025520956897,0.0
BENITO JUÁREZ,14,9014,2025,10,1,1,0,1,0,5,4,0,1,543,105,2025-10-01,Morena_Brugada,1,1,41.15459871171716,37.8673746766892,Benito JuÃ¡rez,434153,232032,202121,372085,321279,0.23033354600797412,0.4947531429193404,0.0,2.7640025520956897,0.0
CUAUHTÉMOC,15,9015,2015,2,1,1,0,1,0,8,11,0,14,818,87,2015-02-01,PRD_Mancera,0,0,,,CuauhtÃ©moc,545884,284933,260951,444024,398058,0.18318910244667366,0.3832137067878644,0.0,2.198269229360084,0.0
CUAUHTÉMOC,15,9015,2015,6,1,0,1,1,0,8,6,0,17,1029,117,2015-06-01,PRD_Mancera,0,0,28.93439538472084,31.216817652961804,CuauhtÃ©moc,545884,284933,260951,444024,398058,0.18318910244667366,0.0,0.35095969929772963,2.198269229360084,
CUAUHTÉMOC,15,9015,2016,1,1,0,1,1,0,11,5,0,9,883,121,2016-01-01,PRD_Mancera,0,0,26.32210324826413,32.4897062416334,CuauhtÃ©moc,545884,284933,260951,444024,398058,0.18318910244667366,0.0,0.35095969929772963,2.198269229360084,
CUAUHTÉMOC,15,9015,2016,2,1,1,0,1,0,7,5,0,21,881,129,2016-02-01,PRD_Mancera,0,0,21.70662963720088,32.82523534947964,CuauhtÃ©moc,545884,284933,260951,444024,398058,0.18318910244667366,0.3832137067878644,0.0,2.198269229360084,0.0
CUAUHTÉMOC,15,9015,2016,10,1,0,0,1,0,13,5,0,4,1264,126,2016-10-01,PRD_Mancera,0,0,12.741677943125204,30.68322812079369,CuauhtÃ©moc,545884,284933,260951,444024,398058,0.18318910244667366,0.0,0.0,2.198269229360084,
CUAUHTÉMOC,15,9015,2017,5,1,0,1,1,0,11,4,0,22,1312,141,2017-05-01,PRD_Mancera,0,0,12.662936408658632,28.690546374598377,CuauhtÃ©moc,545884,284933,260951,444024,398058,0.18318910244667366,0.0,0.35095969929772963,2.198269229360084,
CUAUHTÉMOC,15,9015,2017,12,1,1,0,1,0,9,5,0,11,1615,94,2017-12-01,PRD_Mancera,0,0,8.980911101261833,27.380615969357248,CuauhtÃ©moc,545884,284933,260951,444024,398058,0.18318910244667366,0.3832137067878644,0.0,2.198269229360084,0.0
CUAUHTÉMOC,15,9015,2018,3,1,1,0,1,0,18,6,1,15,1592,161,2018-03-01,PRD_Mancera,0,0,7.366202189959554,26.6036825561791,CuauhtÃ©moc,545884,284933,260951,444024,398058,0.18318910244667366,0.3832137067878644,0.0,2.198269229360084,0.0
CUAUHTÉMOC,15,9015,2018,9,2,1,0,2,0,25,7,1,17,1597,161,2018-09-01,PRD_Mancera,0,0,17.443789792716892,26.490011609139664,CuauhtÃ©moc,545884,284933,260951,444024,398058,0.3663782048933473,0.3832137067878644,0.0,4.396538458720168,0.0
CUAUHTÉMOC,15,9015,2018,11,1,1,0,1,0,23,6,0,15,1820,160,2018-11-01,PRD_Mancera,0,0,17.1705256101638,27.500641114201333,CuauhtÃ©moc,545884,284933,260951,444024,398058,0.18318910244667366,0.3832137067878644,0.0,2.198269229360084,0.0
CUAUHTÉMOC,15,9015,2018,12,3,2,1,3,0,25,8,2,18,1676,95,2018-12-01,Morena_Sheinbaum,1,0,17.033893518887254,28.00595586673217,CuauhtÃ©moc,545884,284933,260951,444024,398058,0.5495673073400209,0.7664274135757289,0.35095969929772963,6.594807688080251,0.5
CUAUHTÉMOC,15,9015,2019,1,4,2,0,4,0,36,19,0,11,1670,137,2019-01-01,Morena_Sheinbaum,1,0,16.75444731173678,27.75741513322209,CuauhtÃ©moc,545884,284933,260951,444024,398058,0.7327564097866947,0.7664274135757289,0.0,8.793076917440336,0.0
CUAUHTÉMOC,15,9015,2019,2,7,5,2,7,0,38,21,0,15,1503,151,2019-02-01,Morena_Sheinbaum,1,0,16.47500110458631,27.50887439971201,CuauhtÃ©moc,545884,284933,260951,444024,398058,1.2823237171267157,1.916068533939322,0.7019193985954593,15.387884605520588,0.4
CUAUHTÉMOC,15,9015,2019,3,1,1,0,1,0,30,16,0,15,1529,188,2019-03-01,Morena_Sheinbaum,1,0,16.195554897435834,27.26033366620193,CuauhtÃ©moc,545884,284933,260951,444024,398058,0.18318910244667366,0.3832137067878644,0.0,2.198269229360084,0.0
CUAUHTÉMOC,15,9015,2019,4,6,3,2,6,0,33,10,1,16,1378,176,2019-04-01,Morena_Sheinbaum,1,0,15.826798045118116,27.600165713891162,CuauhtÃ©moc,545884,284933,260951,444024,398058,1.0991346146800418,1.1496411203635932,0.7019193985954593,13.189615376160502,0.6666666666666666
CUAUHTÉMOC,15,9015,2019,5,6,5,1,6,0,41,6,0,20,1551,181,2019-05-01,Morena_Sheinbaum,1,0,15.458041192800398,27.939997761580393,CuauhtÃ©moc,545884,284933,260951,444024,398058,1.0991346146800418,1.916068533939322,0.35095969929772963,13.189615376160502,0.2
CUAUHTÉMOC,15,9015,2019,6,8,4,4,8,0,32,15,1,14,1274,184,2019-06-01,Morena_Sheinbaum,1,0,15.08928434048268,28.279829809269625,CuauhtÃ©moc,545884,284933,260951,444024,398058,1.4655128195733893,1.5328548271514577,1.4038387971909185,17.586153834880673,1.0
CUAUHTÉMOC,15,9015,2019,7,6,5,1,6,0,31,13,1,27,1201,169,2019-07-01,Morena_Sheinbaum,1,0,17.772743723928784,28.729803415300196,CuauhtÃ©moc,545884,284933,260951,444024,398058,1.0991346146800418,1.916068533939322,0.35095969929772963,13.189615376160502,0.2
CUAUHTÉMOC,15,9015,2019,8,2,2,0,2,0,38,13,0,10,1263,208,2019-08-01,Morena_Sheinbaum,1,0,20.456203107374886,29.179777021330768,CuauhtÃ©moc,545884,284933,260951,444024,398058,0.3663782048933473,0.7664274135757289,0.0,4.396538458720168,0.0
CUAUHTÉMOC,15,9015,2019,9,3,1,2,3,0,39,10,2,12,1221,184,2019-09-01,Morena_Sheinbaum,1,0,23.13966249082099,29.62975062736134,CuauhtÃ©moc,545884,284933,260951,444024,398058,0.5495673073400209,0.3832137067878644,0.7019193985954593,6.594807688080251,2.0
CUAUHTÉMOC,15,9015,2019,10,6,5,1,6,0,34,18,0,10,1212,177,2019-10-01,Morena_Sheinbaum,1,0,22.469083360057315,29.072555369733834,CuauhtÃ©moc,545884,284933,260951,444024,398058,1.0991346146800418,1.916068533939322,0.35095969929772963,13.189615376160502,0.2
CUAUHTÉMOC,15,9015,2019,11,3,3,0,3,0,26,3,0,7,1061,210,2019-11-01,Morena_Sheinbaum,1,0,21.798504229293645,28.515360112106332,CuauhtÃ©moc,545884,284933,260951,444024,398058,0.5495673073400209,1.1496411203635932,0.0,6.594807688080251,0.0
CUAUHTÉMOC,15,9015,2019,12,3,3,0,3,0,28,5,0,13,1110,188,2019-12-01,Morena_Sheinbaum,1,0,21.12792509852997,27.958164854478827,CuauhtÃ©moc,545884,284933,260951,444024,398058,0.5495673073400209,1.1496411203635932,0.0,6.594807688080251,0.0
CUAUHTÉMOC,15,9015,2020,1,6,5,1,6,0,23,15,2,11,1182,159,2020-01-01,Morena_Sheinbaum,1,0,21.523655281982414,27.639550720708556,CuauhtÃ©moc,545884,284933,260951,444024,398058,1.0991346146800418,1.916068533939322,0.35095969929772963,13.189615376160502,0.2
CUAUHTÉMOC,15,9015,2020,2,7,6,1,7,0,28,10,1,22,1104,210,2020-02-01,Morena_Sheinbaum,1,0,21.91938546543486,27.32093658693828,CuauhtÃ©moc,545884,284933,260951,444024,398058,1.2823237171267157,2.2992822407271865,0.35095969929772963,15.387884605520588,0.16666666666666666
CUAUHTÉMOC,15,9015,2020,3,2,2,0,2,0,24,2,1,17,1132,205,2020-03-01,Morena_Sheinbaum,1,0,22.315115648887303,27.00232245316801,CuauhtÃ©moc,545884,284933,260951,444024,398058,0.3663782048933473,0.7664274135757289,0.0,4.396538458720168,0.0
CUAUHTÉMOC,15,9015,2020,5,1,0,1,1,0,13,0,0,17,544,112,2020-05-01,Morena_Sheinbaum,1,0,23.422673445464774,29.012352529111997,CuauhtÃ©moc,545884,284933,260951,444024,398058,0.18318910244667366,0.0,0.35095969929772963,2.198269229360084,
CUAUHTÉMOC,15,9015,2020,6,2,1,1,0,2,20,3,0,8,600,153,2020-06-01,Morena_Sheinbaum,1,0,23.97645234375351,30.017367567083987,CuauhtÃ©moc,545884,284933,260951,444024,398058,0.3663782048933473,0.3832137067878644,0.35095969929772963,4.396538458720168,1.0
CUAUHTÉMOC,15,9015,2020,7,1,0,1,0,1,17,8,1,8,786,162,2020-07-01,Morena_Sheinbaum,1,0,24.530231242042248,31.02238260505598,CuauhtÃ©moc,545884,284933,260951,444024,398058,0.18318910244667366,0.0,0.35095969929772963,2.198269229360084,
CUAUHTÉMOC,15,9015,2020,8,5,3,2,1,4,17,5,2,13,850,210,2020-08-01,Morena_Sheinbaum,1,0,25.08401014033098,32.027397643027975,CuauhtÃ©moc,545884,284933,260951,444024,398058,0.9159455122333683,1.1496411203635932,0.7019193985954593,10.991346146800419,0.6666666666666666
CUAUHTÉMOC,15,9015,2020,9,4,3,1,0,4,28,5,2,6,831,182,2020-09-01,Morena_Sheinbaum,1,0,25.63778903861972,33.03241268099997,CuauhtÃ©moc,545884,284933,260951,444024,398058,0.7327564097866947,1.1496411203635932,0.35095969929772963,8.793076917440336,0.3333333333333333
CUAUHTÉMOC,15,9015,2020,10,3,1,2,0,3,30,2,4,16,931,225,2020-10-01,Morena_Sheinbaum,1,0,26.475360823779226,32.785159549479886,CuauhtÃ©moc,545884,284933,260951,444024,398058,0.5495673073400209,0.3832137067878644,0.7019193985954593,6.594807688080251,2.0
CUAUHTÉMOC,15,9015,2020,11,1,0,1,0,1,18,0,0,7,935,215,2020-11-01,Morena_Sheinbaum,1,0,27.312932608938738,32.537906417959796,CuauhtÃ©moc,545884,284933,260951,444024,398058,0.18318910244667366,0.0,0.35095969929772963,2.198269229360084,
CUAUHTÉMOC,15,9015,2020,12,1,1,0,1,0,27,3,0,8,826,198,2020-12-01,Morena_Sheinbaum,1,0,28.150504394098245,32.290653286439714,CuauhtÃ©moc,545884,284933,260951,444024,398058,0.18318910244667366,0.3832137067878644,0.0,2.198269229360084,0.0
CUAUHTÉMOC,15,9015,2021,1,1,1,0,1,0,24,4,0,15,802,177,2021-01-01,Morena_Sheinbaum,1,0,28.372687391383742,32.88170318984622,CuauhtÃ©moc,545884,284933,260951,444024,398058,0.18318910244667366,0.3832137067878644,0.0,2.198269229360084,0.0
CUAUHTÉMOC,15,9015,2021,2,2,1,1,2,0,31,2,0,17,739,189,2021-02-01,Morena_Sheinbaum,1,0,28.594870388669236,33.47275309325273,CuauhtÃ©moc,545884,284933,260951,444024,398058,0.3663782048933473,0.3832137067878644,0.35095969929772963,4.396538458720168,1.0
CUAUHTÉMOC,15,9015,2021,3,1,1,0,1,0,30,12,2,8,1013,267,2021-03-01,Morena_Sheinbaum,1,0,28.817053385954733,34.063802996659234,CuauhtÃ©moc,545884,284933,260951,444024,398058,0.18318910244667366,0.3832137067878644,0.0,2.198269229360084,0.0
CUAUHTÉMOC,15,9015,2021,5,1,1,0,1,0,19,8,2,10,1066,250,2021-05-01,Morena_Sheinbaum,1,0,30.51264151791354,33.69022776649058,CuauhtÃ©moc,545884,284933,260951,444024,398058,0.18318910244667366,0.3832137067878644,0.0,2.198269229360084,0.0
CUAUHTÉMOC,15,9015,2021,6,1,0,1,1,0,22,7,0,11,1002,238,2021-06-01,Morena_Sheinbaum,1,0,31.360435583892944,33.50344015140625,CuauhtÃ©moc,545884,284933,260951,444024,398058,0.18318910244667366,0.0,0.35095969929772963,2.198269229360084,
CUAUHTÉMOC,15,9015,2021,7,1,0,1,1,0,37,4,2,18,946,203,2021-07-01,Morena_Sheinbaum,1,0,31.816601484658708,34.273730714946986,CuauhtÃ©moc,545884,284933,260951,444024,398058,0.18318910244667366,0.0,0.35095969929772963,2.198269229360084,
CUAUHTÉMOC,15,9015,2021,8,2,2,0,2,0,19,14,2,9,956,232,2021-08-01,Morena_Sheinbaum,1,0,32.27276738542447,35.04402127848771,CuauhtÃ©moc,545884,284933,260951,444024,398058,0.3663782048933473,0.7664274135757289,0.0,4.396538458720168,0.0
CUAUHTÉMOC,15,9015,2021,9,1,1,0,1,0,29,4,0,6,889,209,2021-09-01,Morena_Sheinbaum,1,0,32.728933286190234,35.814311842028445,CuauhtÃ©moc,545884,284933,260951,444024,398058,0.18318910244667366,0.3832137067878644,0.0,2.198269229360084,0.0
CUAUHTÉMOC,15,9015,2021,10,2,1,1,2,0,18,6,0,14,1006,270,2021-10-01,Morena_Sheinbaum,1,0,32.825053547558404,35.26024098179474,CuauhtÃ©moc,545884,284933,260951,444024,398058,0.3663782048933473,0.3832137067878644,0.35095969929772963,4.396538458720168,1.0
CUAUHTÉMOC,15,9015,2021,11,2,1,1,2,0,25,4,0,7,1051,217,2021-11-01,Morena_Sheinbaum,1,0,32.92117380892658,34.70617012156102,CuauhtÃ©moc,545884,284933,260951,444024,398058,0.3663782048933473,0.3832137067878644,0.35095969929772963,4.396538458720168,1.0
CUAUHTÉMOC,15,9015,2021,12,2,1,1,2,0,22,5,0,10,982,240,2021-12-01,Morena_Sheinbaum,1,0,33.01729407029475,34.152099261327315,CuauhtÃ©moc,545884,284933,260951,444024,398058,0.3663782048933473,0.3832137067878644,0.35095969929772963,4.396538458720168,1.0
CUAUHTÉMOC,15,9015,2022,1,2,2,0,2,0,20,2,0,6,829,194,2022-01-01,Morena_Sheinbaum,1,0,32.79735340730571,34.029887853957455,CuauhtÃ©moc,545884,284933,260951,444024,398058,0.3663782048933473,0.7664274135757289,0.0,4.396538458720168,0.0
CUAUHTÉMOC,15,9015,2022,2,2,2,0,1,1,18,1,0,6,834,214,2022-02-01,Morena_Sheinbaum,1,0,32.57741274431665,33.907676446587594,CuauhtÃ©moc,545884,284933,260951,444024,398058,0.3663782048933473,0.7664274135757289,0.0,4.396538458720168,0.0
CUAUHTÉMOC,15,9015,2022,3,2,0,2,2,0,26,8,1,14,1020,232,2022-03-01,Morena_Sheinbaum,1,0,32.35747208132761,33.78546503921773,CuauhtÃ©moc,545884,284933,260951,444024,398058,0.3663782048933473,0.0,0.7019193985954593,4.396538458720168,
CUAUHTÉMOC,15,9015,2022,4,1,1,0,1,0,31,5,2,7,949,203,2022-04-01,Morena_Sheinbaum,1,0,33.612049873775945,33.084894328239905,CuauhtÃ©moc,545884,284933,260951,444024,398058,0.18318910244667366,0.3832137067878644,0.0,2.198269229360084,0.0
CUAUHTÉMOC,15,9015,2022,5,1,0,1,1,0,22,7,2,12,955,272,2022-05-01,Morena_Sheinbaum,1,0,34.86662766622429,32.384323617262076,CuauhtÃ©moc,545884,284933,260951,444024,398058,0.18318910244667366,0.0,0.35095969929772963,2.198269229360084,
CUAUHTÉMOC,15,9015,2022,6,3,2,1,1,2,29,9,1,6,975,262,2022-06-01,Morena_Sheinbaum,1,0,36.12120545867263,31.68375290628425,CuauhtÃ©moc,545884,284933,260951,444024,398058,0.5495673073400209,0.7664274135757289,0.35095969929772963,6.594807688080251,0.5
CUAUHTÉMOC,15,9015,2022,7,5,4,1,4,1,32,5,2,15,1099,216,2022-07-01,Morena_Sheinbaum,1,0,37.151076153711216,32.625106871844864,CuauhtÃ©moc,545884,284933,260951,444024,398058,0.9159455122333683,1.5328548271514577,0.35095969929772963,10.991346146800419,0.25
CUAUHTÉMOC,15,9015,2022,8,4,4,0,3,1,41,5,0,17,1111,251,2022-08-01,Morena_Sheinbaum,1,0,38.18094684874981,33.56646083740547,CuauhtÃ©moc,545884,284933,260951,444024,398058,0.7327564097866947,1.5328548271514577,0.0,8.793076917440336,0.0
CUAUHTÉMOC,15,9015,2022,9,6,4,2,6,0,13,9,0,9,1047,237,2022-09-01,Morena_Sheinbaum,1,0,39.2108175437884,34.50781480296609,CuauhtÃ©moc,545884,284933,260951,444024,398058,1.0991346146800418,1.5328548271514577,0.7019193985954593,13.189615376160502,0.5
CUAUHTÉMOC,15,9015,2022,11,1,1,0,1,0,22,1,1,14,1092,242,2022-11-01,Morena_Sheinbaum,1,0,39.722630428399235,34.46257088738556,CuauhtÃ©moc,545884,284933,260951,444024,398058,0.18318910244667366,0.3832137067878644,0.0,2.198269229360084,0.0
CUAUHTÉMOC,15,9015,2022,12,3,2,1,2,1,21,3,2,10,1063,197,2022-12-01,Morena_Sheinbaum,1,0,39.97853687070465,34.439948929595296,CuauhtÃ©moc,545884,284933,260951,444024,398058,0.5495673073400209,0.7664274135757289,0.35095969929772963,6.594807688080251,0.5
CUAUHTÉMOC,15,9015,2023,1,2,0,2,2,0,20,7,0,7,998,187,2023-01-01,Morena_Sheinbaum,1,0,40.851962901325045,35.19156407855193,CuauhtÃ©moc,545884,284933,260951,444024,398058,0.3663782048933473,0.0,0.7019193985954593,4.396538458720168,
CUAUHTÉMOC,15,9015,2023,2,1,1,0,1,0,23,5,0,17,987,200,2023-02-01,Morena_Sheinbaum,1,0,41.72538893194544,35.94317922750856,CuauhtÃ©moc,545884,284933,260951,444024,398058,0.18318910244667366,0.3832137067878644,0.0,2.198269229360084,0.0
CUAUHTÉMOC,15,9015,2023,3,4,3,1,4,0,14,7,0,9,1069,255,2023-03-01,Morena_Sheinbaum,1,0,42.59881496256583,36.69479437646519,CuauhtÃ©moc,545884,284933,260951,444024,398058,0.7327564097866947,1.1496411203635932,0.35095969929772963,8.793076917440336,0.3333333333333333
CUAUHTÉMOC,15,9015,2023,4,2,2,0,2,0,22,6,0,13,1042,282,2023-04-01,Morena_Sheinbaum,1,0,41.79937611656514,36.76446183102344,CuauhtÃ©moc,545884,284933,260951,444024,398058,0.3663782048933473,0.7664274135757289,0.0,4.396538458720168,0.0
CUAUHTÉMOC,15,9015,2023,5,3,2,1,3,0,16,7,0,10,1097,262,2023-05-01,Morena_Sheinbaum,1,0,40.99993727056445,36.834129285581696,CuauhtÃ©moc,545884,284933,260951,444024,398058,0.5495673073400209,0.7664274135757289,0.35095969929772963,6.594807688080251,0.5
CUAUHTÉMOC,15,9015,2023,6,6,4,2,6,0,17,9,1,10,1122,267,2023-06-01,Morena_Sheinbaum,1,0,40.20049842456376,36.903796740139946,CuauhtÃ©moc,545884,284933,260951,444024,398058,1.0991346146800418,1.5328548271514577,0.7019193985954593,13.189615376160502,0.5
CUAUHTÉMOC,15,9015,2023,7,4,3,1,4,0,13,7,0,8,1031,222,2023-07-01,Morena_Sheinbaum,1,0,40.902979436373776,37.13627274984007,CuauhtÃ©moc,545884,284933,260951,444024,398058,0.7327564097866947,1.1496411203635932,0.35095969929772963,8.793076917440336,0.3333333333333333
CUAUHTÉMOC,15,9015,2023,8,2,1,1,2,0,16,9,0,12,1021,229,2023-08-01,Morena_Sheinbaum,1,0,41.60546044818379,37.36874875954019,CuauhtÃ©moc,545884,284933,260951,444024,398058,0.3663782048933473,0.3832137067878644,0.35095969929772963,4.396538458720168,1.0
CUAUHTÉMOC,15,9015,2023,10,2,2,0,1,1,18,3,0,8,1072,236,2023-10-01,Morena_Sheinbaum,1,0,42.882215870860115,38.33603199828827,CuauhtÃ©moc,545884,284933,260951,444024,398058,0.3663782048933473,0.7664274135757289,0.0,4.396538458720168,0.0
CUAUHTÉMOC,15,9015,2023,12,2,1,1,2,0,8,3,1,14,930,194,2023-12-01,Morena_Sheinbaum,1,0,44.030764692592726,39.80564645638419,CuauhtÃ©moc,545884,284933,260951,444024,398058,0.3663782048933473,0.3832137067878644,0.35095969929772963,4.396538458720168,1.0
CUAUHTÉMOC,15,9015,2024,1,1,1,0,1,0,11,2,1,12,935,181,2024-01-01,Morena_Sheinbaum,1,0,43.072042698967536,39.15955586315253,CuauhtÃ©moc,545884,284933,260951,444024,398058,0.18318910244667366,0.3832137067878644,0.0,2.198269229360084,0.0
CUAUHTÉMOC,15,9015,2024,2,2,0,2,2,0,20,8,2,12,921,227,2024-02-01,Morena_Sheinbaum,1,0,42.11332070534235,38.513465269920864,CuauhtÃ©moc,545884,284933,260951,444024,398058,0.3663782048933473,0.0,0.7019193985954593,4.396538458720168,
CUAUHTÉMOC,15,9015,2024,3,5,3,2,5,0,18,4,0,7,957,265,2024-03-01,Morena_Sheinbaum,1,0,41.15459871171716,37.8673746766892,CuauhtÃ©moc,545884,284933,260951,444024,398058,0.9159455122333683,1.1496411203635932,0.7019193985954593,10.991346146800419,0.6666666666666666
CUAUHTÉMOC,15,9015,2024,4,2,2,0,2,0,13,9,0,7,922,219,2024-04-01,Morena_Sheinbaum,1,0,41.15459871171716,37.8673746766892,CuauhtÃ©moc,545884,284933,260951,444024,398058,0.3663782048933473,0.7664274135757289,0.0,4.396538458720168,0.0
CUAUHTÉMOC,15,9015,2024,5,5,2,3,5,0,13,10,0,16,993,263,2024-05-01,Morena_Sheinbaum,1,0,41.15459871171716,37.8673746766892,CuauhtÃ©moc,545884,284933,260951,444024,398058,0.9159455122333683,0.7664274135757289,1.0528790978931888,10.991346146800419,1.5
CUAUHTÉMOC,15,9015,2024,6,4,4,0,4,0,4,6,1,19,958,215,2024-06-01,Morena_Sheinbaum,1,0,41.15459871171716,37.8673746766892,CuauhtÃ©moc,545884,284933,260951,444024,398058,0.7327564097866947,1.5328548271514577,0.0,8.793076917440336,0.0
CUAUHTÉMOC,15,9015,2024,7,1,0,1,1,0,12,1,1,14,1062,200,2024-07-01,Morena_Sheinbaum,1,0,41.15459871171716,37.8673746766892,CuauhtÃ©moc,545884,284933,260951,444024,398058,0.18318910244667366,0.0,0.35095969929772963,2.198269229360084,
CUAUHTÉMOC,15,9015,2024,8,10,6,4,10,0,20,3,1,9,1000,223,2024-08-01,Morena_Sheinbaum,1,0,41.15459871171716,37.8673746766892,CuauhtÃ©moc,545884,284933,260951,444024,398058,1.8318910244667366,2.2992822407271865,1.4038387971909185,21.982692293600838,0.6666666666666666
CUAUHTÉMOC,15,9015,2024,9,3,1,2,3,0,12,1,1,13,1012,181,2024-09-01,Morena_Sheinbaum,1,0,41.15459871171716,37.8673746766892,CuauhtÃ©moc,545884,284933,260951,444024,398058,0.5495673073400209,0.3832137067878644,0.7019193985954593,6.594807688080251,2.0
CUAUHTÉMOC,15,9015,2024,10,2,1,1,2,0,13,3,2,6,1034,193,2024-10-01,Morena_Brugada,1,1,41.15459871171716,37.8673746766892,CuauhtÃ©moc,545884,284933,260951,444024,398058,0.3663782048933473,0.3832137067878644,0.35095969929772963,4.396538458720168,1.0
CUAUHTÉMOC,15,9015,2024,11,6,3,3,6,0,17,8,1,15,1017,214,2024-11-01,Morena_Brugada,1,1,41.15459871171716,37.8673746766892,CuauhtÃ©moc,545884,284933,260951,444024,398058,1.0991346146800418,1.1496411203635932,1.0528790978931888,13.189615376160502,1.0
CUAUHTÉMOC,15,9015,2024,12,7,4,3,7,0,7,2,0,13,1034,170,2024-12-01,Morena_Brugada,1,1,41.15459871171716,37.8673746766892,CuauhtÃ©moc,545884,284933,260951,444024,398058,1.2823237171267157,1.5328548271514577,1.0528790978931888,15.387884605520588,0.75
CUAUHTÉMOC,15,9015,2025,1,5,1,4,5,0,9,6,0,7,970,164,2025-01-01,Morena_Brugada,1,1,41.15459871171716,37.8673746766892,CuauhtÃ©moc,545884,284933,260951,444024,398058,0.9159455122333683,0.3832137067878644,1.4038387971909185,10.991346146800419,4.0
CUAUHTÉMOC,15,9015,2025,2,4,3,1,4,0,16,9,0,9,777,182,2025-02-01,Morena_Brugada,1,1,41.15459871171716,37.8673746766892,CuauhtÃ©moc,545884,284933,260951,444024,398058,0.7327564097866947,1.1496411203635932,0.35095969929772963,8.793076917440336,0.3333333333333333
